date,campaign,channel,category,region,customer_segment,device,impressions,clicks,conversions,new_customers,returning_customers,cost,revenue,ctr,conversion_rate,cpc,roas,profit
2026-05-22,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,38763,3027,266,111,155,1422.38,507242.38,7.81,8.79,0.47,356.62,505820.0
2026-05-22,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,42085,2446,177,132,45,3594.22,281819.72,5.81,7.24,1.47,78.41,278225.5
2026-05-22,Product Launch,Instagram,Technology,South,High Value,Mobile,19121,587,55,29,26,5926.79,55388.91,3.07,9.37,10.1,9.35,49462.12
2026-05-22,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Tablet,35143,986,87,59,28,1797.02,159041.37,2.81,8.82,1.82,88.5,157244.35
2026-05-23,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,102283,4530,435,307,128,5456.0,569719.73,4.43,9.6,1.2,104.42,564263.73
2026-05-23,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,34820,2707,92,34,58,1939.85,127348.24,7.77,3.4,0.72,65.65,125408.39
2026-05-23,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,30401,1555,153,103,50,823.86,243491.97,5.11,9.84,0.53,295.55,242668.11
2026-05-23,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Mobile,22080,746,79,53,26,3720.8,110058.7,3.38,10.59,4.99,29.58,106337.9
2026-05-23,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,53767,3724,184,119,65,4957.86,245145.51,6.93,4.94,1.33,49.45,240187.65
2026-05-23,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,44865,2111,96,38,58,1530.2,169450.46,4.71,4.55,0.72,110.74,167920.26
2026-05-23,Product Launch,Instagram,Technology,South,New Customers,Tablet,44322,1574,162,65,97,2874.11,353675.13,3.55,10.29,1.83,123.06,350801.02
2026-05-23,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,48011,2492,155,108,47,3675.3,334380.32,5.19,6.22,1.47,90.98,330705.02
2026-05-24,Summer Sale,Facebook,Retail,North,New Customers,Desktop,73543,4733,248,141,107,5072.02,357426.56,6.44,5.24,1.07,70.47,352354.54
2026-05-24,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,104140,7043,193,105,88,1265.5,290026.37,6.76,2.74,0.18,229.18,288760.87
2026-05-24,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,34797,2452,253,115,138,3224.18,284472.34,7.05,10.32,1.31,88.23,281248.16
2026-05-24,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Mobile,43314,1900,149,52,97,3158.35,84280.15,4.39,7.84,1.66,26.68,81121.8
2026-05-24,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,68839,4390,181,97,84,5719.26,230308.54,6.38,4.12,1.3,40.27,224589.28
2026-05-24,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,76648,2189,99,61,38,3160.53,78418.04,2.86,4.52,1.44,24.81,75257.51
2026-05-24,Product Launch,Instagram,Technology,South,New Customers,Mobile,90117,3372,219,152,67,1700.01,150170.72,3.74,6.49,0.5,88.34,148470.71
2026-05-24,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,29271,1365,41,24,17,1811.53,37449.91,4.66,3.0,1.33,20.67,35638.38
2026-05-25,Summer Sale,Facebook,Retail,North,Small Business,Desktop,90100,7278,250,149,101,1458.64,162955.32,8.08,3.44,0.2,111.72,161496.68
2026-05-25,Search Growth,Google Ads,E-commerce,South,Returning Customers,Mobile,32598,2482,239,178,61,6257.36,327574.82,7.61,9.63,2.52,52.35,321317.46
2026-05-25,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,29209,1297,149,62,87,3295.49,277264.29,4.44,11.49,2.54,84.13,273968.8
2026-05-25,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,70717,3883,279,142,137,4288.2,311442.58,5.49,7.19,1.1,72.63,307154.38
2026-05-25,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,57801,2558,110,64,46,1375.12,216232.84,4.43,4.3,0.54,157.25,214857.72
2026-05-25,Brand Awareness,Facebook,Retail,West,High Value,Desktop,37710,1867,123,88,35,3365.2,254837.11,4.95,6.59,1.8,75.73,251471.91
2026-05-25,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,80267,4178,329,188,141,3208.4,527327.28,5.21,7.87,0.77,164.36,524118.88
2026-05-25,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,29289,1339,81,51,30,865.7,59989.38,4.57,6.05,0.65,69.3,59123.68
2026-05-26,Summer Sale,Facebook,Retail,North,New Customers,Mobile,95692,5622,544,392,152,2322.75,1031903.97,5.88,9.68,0.41,444.26,1029581.22
2026-05-26,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,80735,5258,157,112,45,7071.97,178485.18,6.51,2.99,1.34,25.24,171413.21
2026-05-26,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,83996,2294,205,132,73,3230.77,101768.51,2.73,8.94,1.41,31.5,98537.74
2026-05-26,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,63128,3458,239,115,124,581.02,436566.24,5.48,6.91,0.17,751.38,435985.22
2026-05-26,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,102497,6037,305,167,138,1691.45,550857.09,5.89,5.05,0.28,325.67,549165.64
2026-05-26,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,49712,4122,480,282,198,4326.37,373591.81,8.29,11.64,1.05,86.35,369265.44
2026-05-26,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,64317,1998,203,150,53,3313.71,291850.5,3.11,10.16,1.66,88.07,288536.79
2026-05-26,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,45405,2292,137,91,46,2028.43,90036.18,5.05,5.98,0.89,44.39,88007.75
2026-05-27,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,24200,1046,113,60,53,978.07,153770.46,4.32,10.8,0.94,157.22,152792.39
2026-05-27,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,90124,3136,277,101,176,3386.24,424571.99,3.48,8.83,1.08,125.38,421185.75
2026-05-27,Creator Campaign,Instagram,Retail,East,High Value,Desktop,82724,3131,119,46,73,1524.44,125217.38,3.78,3.8,0.49,82.14,123692.94
2026-05-27,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,68838,3393,345,210,135,4301.76,203993.93,4.93,10.17,1.27,47.42,199692.17
2026-05-27,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,93508,4744,312,233,79,1003.16,432292.01,5.07,6.58,0.21,430.93,431288.85
2026-05-27,Brand Awareness,Facebook,Retail,West,Returning Customers,Tablet,78212,2144,197,72,125,1933.62,399955.51,2.74,9.19,0.9,206.84,398021.89
2026-05-27,Product Launch,Instagram,Technology,South,Small Business,Mobile,79346,2543,78,43,35,5177.26,56360.92,3.2,3.07,2.04,10.89,51183.66
2026-05-27,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,62760,3705,232,171,61,2127.06,130025.57,5.9,6.26,0.57,61.13,127898.51
2026-05-28,Summer Sale,Facebook,Retail,North,New Customers,Desktop,89214,3761,438,277,161,1383.09,861887.78,4.22,11.65,0.37,623.16,860504.69
2026-05-28,Search Growth,Google Ads,E-commerce,South,Returning Customers,Desktop,104288,8713,914,610,304,7058.12,614332.94,8.35,10.49,0.81,87.04,607274.82
2026-05-28,Creator Campaign,Instagram,Retail,East,High Value,Tablet,41898,3307,387,206,181,3879.06,501220.02,7.89,11.7,1.17,129.21,497340.96
2026-05-28,B2B Lead Generation,LinkedIn,B2B,West,High Value,Desktop,35180,1642,102,67,35,904.65,59722.34,4.67,6.21,0.55,66.02,58817.69
2026-05-28,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,33950,2095,59,43,16,1674.53,47800.89,6.17,2.82,0.8,28.55,46126.36
2026-05-28,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,28261,1581,180,66,114,4851.47,155453.54,5.59,11.39,3.07,32.04,150602.07
2026-05-28,Product Launch,Instagram,Technology,South,New Customers,Tablet,93464,3430,271,162,109,5587.73,376726.06,3.67,7.9,1.63,67.42,371138.33
2026-05-28,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,22605,1650,138,67,71,3635.89,291245.61,7.3,8.36,2.2,80.1,287609.72
2026-05-29,Summer Sale,Facebook,Retail,North,New Customers,Desktop,60474,3100,356,201,155,3019.06,640391.71,5.13,11.48,0.97,212.12,637372.65
2026-05-29,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,38758,1714,149,65,84,5305.09,180413.6,4.42,8.69,3.1,34.01,175108.51
2026-05-29,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,78564,6379,273,152,121,1154.34,360601.19,8.12,4.28,0.18,312.39,359446.85
2026-05-29,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,42491,2175,259,134,125,2427.32,333179.29,5.12,11.91,1.12,137.26,330751.97
2026-05-29,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,80551,3115,266,143,123,1085.6,576535.7,3.87,8.54,0.35,531.08,575450.1
2026-05-29,Brand Awareness,Facebook,Retail,West,Small Business,Desktop,74030,3963,121,80,41,4181.96,191702.9,5.35,3.05,1.06,45.84,187520.94
2026-05-29,Product Launch,Instagram,Technology,South,High Value,Tablet,54124,4133,351,217,134,2605.72,564908.8,7.64,8.49,0.63,216.8,562303.08
2026-05-29,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Desktop,65283,3084,201,129,72,3448.64,268351.89,4.72,6.52,1.12,77.81,264903.25
2026-05-30,Summer Sale,Facebook,Retail,North,New Customers,Mobile,65918,4595,172,111,61,1983.84,266074.32,6.97,3.74,0.43,134.12,264090.48
2026-05-30,Search Growth,Google Ads,E-commerce,South,Returning Customers,Mobile,110836,4583,162,69,93,7140.18,116678.95,4.13,3.53,1.56,16.34,109538.77
2026-05-30,Creator Campaign,Instagram,Retail,East,High Value,Tablet,37623,2933,285,140,145,3894.2,215621.31,7.8,9.72,1.33,55.37,211727.11
2026-05-30,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,40704,1377,70,39,31,1744.0,47091.33,3.38,5.08,1.27,27.0,45347.33
2026-05-30,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,30104,1621,160,84,76,4933.91,300220.47,5.38,9.87,3.04,60.85,295286.56
2026-05-30,Brand Awareness,Facebook,Retail,West,High Value,Mobile,68886,2717,161,81,80,1391.86,204163.77,3.94,5.93,0.51,146.68,202771.91
2026-05-30,Product Launch,Instagram,Technology,South,Small Business,Tablet,91565,4013,204,96,108,1461.1,248459.35,4.38,5.08,0.36,170.05,246998.25
2026-05-30,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,32021,1253,122,74,48,3873.01,161208.45,3.91,9.74,3.09,41.62,157335.44
2026-05-31,Summer Sale,Facebook,Retail,North,Small Business,Tablet,74124,4581,501,267,234,6073.58,919355.09,6.18,10.94,1.33,151.37,913281.51
2026-05-31,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,28466,738,51,29,22,4148.16,59307.09,2.59,6.91,5.62,14.3,55158.93
2026-05-31,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,60029,1892,87,65,22,4281.1,168233.16,3.15,4.6,2.26,39.3,163952.06
2026-05-31,B2B Lead Generation,LinkedIn,B2B,West,High Value,Tablet,64374,5046,276,163,113,2102.38,253685.11,7.84,5.47,0.42,120.67,251582.73
2026-05-31,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Desktop,54496,3183,169,63,106,1742.3,133776.12,5.84,5.31,0.55,76.78,132033.82
2026-05-31,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,77577,3814,397,166,231,3573.34,311987.23,4.92,10.41,0.94,87.31,308413.89
2026-05-31,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,97277,7762,297,131,166,4348.3,556972.8,7.98,3.83,0.56,128.09,552624.5
2026-05-31,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Tablet,26786,2219,111,50,61,2072.85,133966.15,8.28,5.0,0.93,64.63,131893.3
2026-06-01,Summer Sale,Facebook,Retail,North,Small Business,Desktop,72746,3469,361,208,153,2067.31,165170.17,4.77,10.41,0.6,79.9,163102.86
2026-06-01,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,120899,3302,147,56,91,4307.57,274507.25,2.73,4.45,1.3,63.73,270199.68
2026-06-01,Creator Campaign,Instagram,Retail,East,High Value,Tablet,38359,1814,77,41,36,1556.46,89904.07,4.73,4.24,0.86,57.76,88347.61
2026-06-01,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,63708,4047,366,187,179,4334.67,428485.72,6.35,9.04,1.07,98.85,424151.05
2026-06-01,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,23418,1610,155,66,89,1344.79,196757.77,6.88,9.63,0.84,146.31,195412.98
2026-06-01,Brand Awareness,Facebook,Retail,West,High Value,Mobile,26012,1374,72,48,24,4068.98,146758.22,5.28,5.24,2.96,36.07,142689.24
2026-06-01,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,66112,2663,100,43,57,5753.26,115358.36,4.03,3.76,2.16,20.05,109605.1
2026-06-01,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,58875,2882,81,53,28,1107.99,127063.74,4.9,2.81,0.38,114.68,125955.75
2026-06-02,Summer Sale,Facebook,Retail,North,Small Business,Desktop,53344,4057,428,298,130,2151.33,230451.46,7.61,10.55,0.53,107.12,228300.13
2026-06-02,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,51212,3182,309,224,85,1776.34,561288.34,6.21,9.71,0.56,315.98,559512.0
2026-06-02,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,83734,6497,487,316,171,4061.16,918426.19,7.76,7.5,0.63,226.15,914365.03
2026-06-02,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,29271,938,44,25,19,2491.04,58706.32,3.2,4.69,2.66,23.57,56215.28
2026-06-02,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,89020,7102,344,192,152,4870.61,562939.06,7.98,4.84,0.69,115.58,558068.45
2026-06-02,Brand Awareness,Facebook,Retail,West,Returning Customers,Desktop,26225,1906,221,164,57,3748.33,454432.35,7.27,11.59,1.97,121.24,450684.02
2026-06-02,Product Launch,Instagram,Technology,South,High Value,Mobile,45831,2449,290,203,87,1265.31,339780.27,5.34,11.84,0.52,268.54,338514.96
2026-06-02,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,27227,1967,120,56,64,4052.92,239541.27,7.22,6.1,2.06,59.1,235488.35
2026-06-03,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,36672,2250,197,86,111,5618.47,97079.43,6.14,8.76,2.5,17.28,91460.96
2026-06-03,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,92330,5430,391,272,119,1302.76,414257.77,5.88,7.2,0.24,317.98,412955.01
2026-06-03,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,74187,6061,180,125,55,4083.66,162147.97,8.17,2.97,0.67,39.71,158064.31
2026-06-03,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,56764,4435,201,90,111,2600.16,364558.2,7.81,4.53,0.59,140.21,361958.04
2026-06-03,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,52407,4324,399,224,175,4313.29,699044.32,8.25,9.23,1.0,162.07,694731.03
2026-06-03,Brand Awareness,Facebook,Retail,West,New Customers,Desktop,45639,2371,203,136,67,1500.63,406832.85,5.2,8.56,0.63,271.11,405332.22
2026-06-03,Product Launch,Instagram,Technology,South,High Value,Tablet,96636,3233,379,183,196,5537.27,781998.52,3.35,11.72,1.71,141.22,776461.25
2026-06-03,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,20763,782,26,19,7,957.4,14944.36,3.77,3.32,1.22,15.61,13986.96
2026-06-04,Summer Sale,Facebook,Retail,North,New Customers,Mobile,20708,1545,123,86,37,5300.64,191153.81,7.46,7.96,3.43,36.06,185853.17
2026-06-04,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,84894,4781,443,237,206,3844.11,467635.98,5.63,9.27,0.8,121.65,463791.87
2026-06-04,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,44225,1797,71,34,37,1788.37,136577.22,4.06,3.95,1.0,76.37,134788.85
2026-06-04,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,53162,4060,131,57,74,3497.69,129482.31,7.64,3.23,0.86,37.02,125984.62
2026-06-04,Festive Offers,Google Ads,E-commerce,North,Small Business,Desktop,73353,3132,247,147,100,2404.88,350739.94,4.27,7.89,0.77,145.85,348335.06
2026-06-04,Brand Awareness,Facebook,Retail,West,High Value,Mobile,54697,3413,129,80,49,3626.09,210374.89,6.24,3.78,1.06,58.02,206748.8
2026-06-04,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,78480,3888,129,83,46,1944.1,157597.31,4.95,3.32,0.5,81.06,155653.21
2026-06-04,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,24584,1838,141,77,64,3262.52,180053.19,7.48,7.67,1.78,55.19,176790.67
2026-06-05,Summer Sale,Facebook,Retail,North,Small Business,Desktop,82929,4520,340,128,212,4307.5,591821.51,5.45,7.52,0.95,137.39,587514.01
2026-06-05,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,72462,3905,439,322,117,4142.92,557337.25,5.39,11.24,1.06,134.53,553194.33
2026-06-05,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,56213,2136,72,47,25,667.59,86825.15,3.8,3.37,0.31,130.06,86157.56
2026-06-05,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,56007,1508,119,49,70,1152.45,249529.14,2.69,7.89,0.76,216.52,248376.69
2026-06-05,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,34088,2164,138,98,40,4998.23,117809.01,6.35,6.38,2.31,23.57,112810.78
2026-06-05,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,47263,3325,351,163,188,4944.94,295508.63,7.04,10.56,1.49,59.76,290563.69
2026-06-05,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,72782,4363,520,314,206,5998.67,713363.64,5.99,11.92,1.37,118.92,707364.97
2026-06-05,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,59622,4827,214,100,114,2427.75,408197.48,8.1,4.43,0.5,168.14,405769.73
2026-06-06,Summer Sale,Facebook,Retail,North,Small Business,Desktop,39740,3342,371,177,194,5439.06,341682.98,8.41,11.1,1.63,62.82,336243.92
2026-06-06,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,75662,4437,324,210,114,5070.62,377319.15,5.86,7.3,1.14,74.41,372248.53
2026-06-06,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,44464,1451,62,27,35,4543.38,76321.63,3.26,4.27,3.13,16.8,71778.25
2026-06-06,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,57560,3352,90,55,35,1774.83,68377.72,5.82,2.68,0.53,38.53,66602.89
2026-06-06,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,76524,2165,173,71,102,924.91,334821.81,2.83,7.99,0.43,362.0,333896.9
2026-06-06,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,54442,2813,188,132,56,940.16,348705.49,5.17,6.68,0.33,370.9,347765.33
2026-06-06,Product Launch,Instagram,Technology,South,New Customers,Mobile,61722,4890,377,231,146,1562.21,303441.0,7.92,7.71,0.32,194.24,301878.79
2026-06-06,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,52020,3171,366,197,169,2303.63,357024.16,6.1,11.54,0.73,154.98,354720.53
2026-06-07,Summer Sale,Facebook,Retail,North,New Customers,Desktop,84637,2349,137,72,65,4937.72,66070.46,2.78,5.83,2.1,13.38,61132.74
2026-06-07,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,85455,5266,520,203,317,6197.17,881652.3,6.16,9.87,1.18,142.27,875455.13
2026-06-07,Creator Campaign,Instagram,Retail,East,High Value,Mobile,58484,2323,67,34,33,1684.57,83486.37,3.97,2.88,0.73,49.56,81801.8
2026-06-07,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,22600,1682,189,67,122,1333.18,392506.24,7.44,11.24,0.79,294.41,391173.06
2026-06-07,Festive Offers,Google Ads,E-commerce,North,Small Business,Mobile,61957,1593,155,114,41,6160.51,315475.98,2.57,9.73,3.87,51.21,309315.47
2026-06-07,Brand Awareness,Facebook,Retail,West,High Value,Desktop,50646,1503,158,81,77,3281.74,241074.71,2.97,10.51,2.18,73.46,237792.97
2026-06-07,Product Launch,Instagram,Technology,South,New Customers,Tablet,57895,4017,129,69,60,4623.24,249706.88,6.94,3.21,1.15,54.01,245083.64
2026-06-07,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,39927,1746,204,85,119,3164.25,223528.91,4.37,11.68,1.81,70.64,220364.66
2026-06-08,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,83539,6812,645,323,322,2079.8,1260479.63,8.15,9.47,0.31,606.06,1258399.83
2026-06-08,Search Growth,Google Ads,E-commerce,South,High Value,Tablet,106486,4206,352,220,132,6949.82,317262.71,3.95,8.37,1.65,45.65,310312.89
2026-06-08,Creator Campaign,Instagram,Retail,East,New Customers,Tablet,52889,1602,142,76,66,2214.2,81604.25,3.03,8.86,1.38,36.85,79390.05
2026-06-08,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,57225,2409,136,93,43,3807.49,184977.12,4.21,5.65,1.58,48.58,181169.63
2026-06-08,Festive Offers,Google Ads,E-commerce,North,Small Business,Mobile,86332,5529,199,80,119,5690.71,259936.6,6.4,3.6,1.03,45.68,254245.89
2026-06-08,Brand Awareness,Facebook,Retail,West,High Value,Desktop,23805,1577,46,24,22,1868.09,31952.9,6.62,2.92,1.18,17.1,30084.81
2026-06-08,Product Launch,Instagram,Technology,South,High Value,Tablet,61190,2556,71,43,28,4013.96,78384.46,4.18,2.78,1.57,19.53,74370.5
2026-06-08,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,17362,448,21,14,7,2168.57,23932.15,2.58,4.69,4.84,11.04,21763.58
2026-06-09,Summer Sale,Facebook,Retail,North,High Value,Tablet,94219,5710,154,79,75,3807.17,162232.02,6.06,2.7,0.67,42.61,158424.85
2026-06-09,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,30403,2188,250,163,87,1089.3,375600.58,7.2,11.43,0.5,344.81,374511.28
2026-06-09,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,69088,4348,492,259,233,5138.38,257860.0,6.29,11.32,1.18,50.18,252721.62
2026-06-09,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,44819,1515,86,45,41,4352.57,41142.68,3.38,5.68,2.87,9.45,36790.11
2026-06-09,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,61447,3305,389,144,245,3426.32,264174.68,5.38,11.77,1.04,77.1,260748.36
2026-06-09,Brand Awareness,Facebook,Retail,West,High Value,Desktop,77315,3165,230,166,64,1021.83,274021.19,4.09,7.27,0.32,268.17,272999.36
2026-06-09,Product Launch,Instagram,Technology,South,Small Business,Desktop,97926,3968,289,133,156,5308.32,356753.63,4.05,7.28,1.34,67.21,351445.31
2026-06-09,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,59370,2873,216,101,115,4040.5,167690.69,4.84,7.52,1.41,41.5,163650.19
2026-06-10,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,54288,2009,180,81,99,1884.41,293566.02,3.7,8.96,0.94,155.79,291681.61
2026-06-10,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,56215,2582,240,165,75,3967.98,259745.54,4.59,9.3,1.54,65.46,255777.56
2026-06-10,Creator Campaign,Instagram,Retail,East,New Customers,Tablet,33189,2622,150,59,91,842.75,197332.56,7.9,5.72,0.32,234.15,196489.81
2026-06-10,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,26307,1836,68,40,28,3658.67,142091.97,6.98,3.7,1.99,38.84,138433.3
2026-06-10,Festive Offers,Google Ads,E-commerce,North,High Value,Tablet,53118,4492,258,145,113,1703.97,350504.01,8.46,5.74,0.38,205.7,348800.04
2026-06-10,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,25508,1576,41,14,27,4637.53,37433.2,6.18,2.6,2.94,8.07,32795.67
2026-06-10,Product Launch,Instagram,Technology,South,New Customers,Desktop,79154,3279,92,46,46,2244.99,72463.62,4.14,2.81,0.68,32.28,70218.63
2026-06-10,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,32915,1492,83,35,48,848.03,41011.02,4.53,5.56,0.57,48.36,40162.99
2026-06-11,Summer Sale,Facebook,Retail,North,Small Business,Mobile,71954,5807,423,279,144,3903.31,423219.01,8.07,7.28,0.67,108.43,419315.7
2026-06-11,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,97680,7390,813,546,267,3759.58,1456922.21,7.57,11.0,0.51,387.52,1453162.63
2026-06-11,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,19098,585,69,42,27,4176.61,42312.46,3.06,11.79,7.14,10.13,38135.85
2026-06-11,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,14050,1000,100,38,62,2873.26,194950.57,7.12,10.0,2.87,67.85,192077.31
2026-06-11,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,101676,2800,189,98,91,2268.98,214947.11,2.75,6.75,0.81,94.73,212678.13
2026-06-11,Brand Awareness,Facebook,Retail,West,New Customers,Desktop,72859,3003,330,181,149,2470.19,337808.96,4.12,10.99,0.82,136.75,335338.77
2026-06-11,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,55086,3038,119,61,58,2628.19,171375.81,5.52,3.92,0.87,65.21,168747.62
2026-06-11,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,57594,2326,272,186,86,3350.0,582974.28,4.04,11.69,1.44,174.02,579624.28
2026-06-12,Summer Sale,Facebook,Retail,North,High Value,Tablet,101391,3568,366,264,102,4204.77,333439.29,3.52,10.26,1.18,79.3,329234.52
2026-06-12,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,31911,1877,175,118,57,1326.34,261843.41,5.88,9.32,0.71,197.42,260517.07
2026-06-12,Creator Campaign,Instagram,Retail,East,High Value,Mobile,50503,2046,180,127,53,1206.17,376171.2,4.05,8.8,0.59,311.87,374965.03
2026-06-12,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,23158,1028,83,34,49,3317.36,101645.79,4.44,8.07,3.23,30.64,98328.43
2026-06-12,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,79481,4158,448,172,276,3467.72,924728.39,5.23,10.77,0.83,266.67,921260.67
2026-06-12,Brand Awareness,Facebook,Retail,West,High Value,Desktop,21195,1712,196,104,92,1989.58,210021.56,8.08,11.45,1.16,105.56,208031.98
2026-06-12,Product Launch,Instagram,Technology,South,New Customers,Mobile,41886,3304,162,59,103,4493.84,91938.63,7.89,4.9,1.36,20.46,87444.79
2026-06-12,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,48021,2177,189,122,67,863.48,399213.34,4.53,8.68,0.4,462.33,398349.86
2026-06-13,Summer Sale,Facebook,Retail,North,New Customers,Desktop,61935,2738,164,61,103,3934.11,159001.26,4.42,5.99,1.44,40.42,155067.15
